name,skill_download_count,skill_install_count,skill_star_count,skill_fork_count,developer,developer_is_org,developer_github_stars,domain,ambiguous_permissions,source_plat,declaration_atomic_ids,implementation_atomic_ids,minimum_permission_set,requested_atoms_used,necessary_atoms_used,reach,phi,gamma,pdei_score,n_eff,n_eff_tier,n_eff_source,platform_median_used,alpha1_star_used,alpha2_fork_used,lambda_dev,delta_t1,delta_t2,delta_t3,delta_t4,extra_t1,extra_t2,extra_t3,extra_t4,unknown_requested_atoms,unknown_necessary_atoms,path_A,path_B,path_C,path_D,path_E
windsurf-usage-analytics,,,1990,269,jeremylongshore,False,2092,Dom-7,T,skillsmp,"A5,G1,R7","A5,G1,Q4","[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","A5,G1,R7","G1,Q2,R1,R7,R8",6.579,4.0,1.0,26.32,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,0,1,,,,A5,,,0,0,0,0,0
analyzer,,,1425,319,ComposioHQ,True,98912,Dom-7,F,skillsmp,"G1,R7",,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,R7","G1,Q2,R1,R7,R8",6.377,0.0,1.0,0.0,2850.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,0,0,,,,,,,0,0,0,0,0
googlebigquery-automation,,,55259,5931,ComposioHQ,True,98912,Dom-7,F,skillsmp,"I4,Q1,Q2,R7",,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","I4,Q1,Q2,R7","G1,Q2,R1,R7,R8",9.158,4.0,1.0,36.63,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,0,1,,,,I4,,,0,0,0,0,0
forecasting-time-series-data,,48.0,1990,269,jeremylongshore,False,2092,Dom-7,T,skill.sh,"G1,Q2,R1,X1","G1,X1","[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,Q2,R1,X1","G1,Q2,R1,R7,R8",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
semrush-automation,,,55259,5931,ComposioHQ,True,98912,Dom-7,F,skillsmp,"A3,G1,O3,Q1,Q4,R1,R7",,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","A3,G1,O3,Q1,Q4,R1,R7","G1,Q2,R1,R7,R8",9.158,7.5,10.0,686.84,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,1,1,Q4,,O3,A3,,,0,1,0,0,1
claude-code-sessions,,,24807,2453,davila7,False,26056,Dom-7,F,skillsmp,"I4,O3,O4,Q1,R1,R3,R8,X7,X8",,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","I4,O3,O4,Q1,R1,R3,R8,X7,X8","G1,Q2,R1,R7,R8",8.526,15.0,10.0,1278.87,49614.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,4,1,R3,,"O3,O4,X7,X8",I4,,,0,1,0,0,1
microsoft-clarity-automation,,,55259,5931,ComposioHQ,True,98912,Dom-7,F,skillsmp,"G1,Q2,R1,R7",,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,Q2,R1,R7","G1,Q2,R1,R7,R8",9.158,0.0,1.0,0.0,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,0,0,,,,,,,0,0,0,0,0
test-report-generator,,,1990,269,jeremylongshore,False,2092,Dom-7,T,skillsmp,"G1,Q2",,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,Q2","G1,Q2,R1,R7,R8",6.579,0.0,1.0,0.0,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,0,0,,,,,,,0,0,0,0,0
data-quality-auditor,,,12098,1590,alirezarezvani,False,14432,Dom-7,T,skillsmp,"A5,G1,Q1,Q4,R1,R7,R9","A2,A5,G1,Q2,Q4,R10,R5,U2,X1","[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","A5,G1,Q1,Q4,R1,R7,R9","G1,Q2,R1,R7,R8",7.987,6.0,1.0,47.92,24196.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,0,1,"Q4,R9",,,A5,,,0,0,0,0,0
recap,,17.0,2781,317,davepoon,False,2817,Dom-7,T,skill.sh,"A4,I3,Q1",,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","A4,I3,Q1","G1,Q2,R1,R7,R8",6.826,8.0,1.0,54.61,5562.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,0,2,,,,"A4,I3",,,0,0,0,0,0
exploratory-data-analysis,,,19021,2131,K-Dense-AI,True,23527,Dom-7,T,skillsmp,"A4,G1,G3,G5,K2,O3,O4,Q1,Q2,Q3,Q4,R1,R7,R9,S1,S3,S4,U1,W3,X3,X4,X8","A5,C4,G1,G2,G5,K4,O4,Q1,Q2,Q3,Q4,R1,R10,R5,S1,S3,S4,U1,U2,X3,X4,X6,X8","[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","A4,G1,G3,G5,K2,O3,O4,Q1,Q2,Q3,Q4,R1,R7,R9,S1,S3,S4,U1,W3,X3,X4,X8","G1,Q2,R1,R7,R8",8.328,34.0,26.0,7361.51,38042.0,2,star_proxy,38042.0,2.0,2.0,1.8,6,2,8,1,"Q3,Q4,R9,S1,S3,S4","U1,W3","G3,G5,K2,O3,O4,X3,X4,X8",A4,,,1,1,1,1,1
statsmodels,,195.0,24807,2453,davila7,False,26056,Dom-7,F,skill.sh,"G1,I3,O4,Q1,Q2,Q4,R7,R9","G1,O4,Q2,Q4,U2","[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,I3,O4,Q1,Q2,Q4,R7,R9","G1,Q2,R1,R7,R8",8.526,8.5,10.0,724.69,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,1,1,"Q4,R9",,O4,I3,,,0,1,0,0,1
analyzing-text-sentiment,,25.0,1990,269,jeremylongshore,False,2092,Dom-7,T,skill.sh,"G1,K5,Q4,R1,X1","G1,G4,Q4,R10,R9,X1,X6","[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,K5,Q4,R1,X1","G1,Q2,R1,R7,R8",6.579,6.0,4.0,157.9,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,2,0,Q4,,"K5,X1",,,,0,1,0,0,0
data-analyst,,,1990,269,jeremylongshore,False,2092,Dom-7,T,skillsmp,"G1,Q1",,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,Q1","G1,Q2,R1,R7,R8",6.579,0.0,1.0,0.0,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,0,0,,,,,,,0,0,0,0,0
excel-analysis,,,24807,2453,davila7,False,26056,Dom-7,T,skillsmp,"G1,G5,Q1,Q2,R10",,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,G5,Q1,Q2,R10","G1,Q2,R1,R7,R8",8.526,3.5,4.0,119.36,49614.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,1,0,R10,,G5,,,,0,1,0,0,0
power-bi-report-design-consultation,,7182.0,30605,3652,github,True,665129,Dom-7,T,skill.sh,"G1,O4,Q1,Q2,Q4,R1",,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,O4,Q1,Q2,Q4,R1","G1,Q2,R1,R7,R8",8.704,3.5,4.0,121.86,61210.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,1,0,Q4,,O4,,,,0,1,0,0,0
chart-visualization,,226.0,63061,8183,bytedance,True,295783,Dom-7,T,skill.sh,"G1,I3,Q2,R1,R7,R8","R1,W1","[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,I3,Q2,R1,R7,R8","G1,Q2,R1,R7,R8",9.277,4.0,1.0,37.11,126122.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,0,1,,,,I3,,,0,0,0,0,0
regression-analysis-tool,,,1990,269,jeremylongshore,False,2092,Dom-7,T,skillsmp,G1,,"[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]",G1,"G1,Q2,R1,R7,R8",6.579,0.0,1.0,0.0,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,0,0,,,,,,,0,0,0,0,0
datanalysis-credit-risk,,5354.0,30605,3652,github,True,665129,Dom-7,T,skill.sh,"G1,Q1,R1,R7,R8","A5,G1,Q2,Q4,R10,U2,X1","[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","G1,Q1,R1,R7,R8","G1,Q2,R1,R7,R8",8.704,0.0,1.0,0.0,61210.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,0,0,,,,,,,0,0,0,0,0
klingai-usage-analytics,,,1990,269,jeremylongshore,False,2092,Dom-7,T,skillsmp,"A3,G1,Q2,R1,X1","A7,G1,Q2,R1,R5,X6","[""G1"", ""Q2"", ""R1"", ""R7"", ""R8""]","A3,G1,Q2,R1,X1","G1,Q2,R1,R7,R8",6.579,6.5,7.0,299.35,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,1,1,,,X1,A3,,,0,0,0,0,1
groq-core-workflow-b,,24.0,1990,269,jeremylongshore,False,2092,Dom-8,T,skill.sh,"O3,R1,R7,X1,X7",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","O3,R1,R7,X1,X7","G1,R1,S1,S2,S4,S7",6.579,8.5,4.0,223.69,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,3,0,R7,,"O3,X1,X7",,,,0,1,0,0,0
assemblyai-core-workflow-b,,,1990,269,jeremylongshore,False,2092,Dom-8,T,skillsmp,"C5,G1,I4,Q1,R1,R7,S2,X1,X4,X7",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","C5,G1,I4,Q1,R1,R7,S2,X1,X4,X7","G1,R1,S1,S2,S4,S7",6.579,14.5,26.0,2480.31,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,1,3,1,R7,C5,"X1,X4,X7",I4,,,1,1,1,1,1
elevenlabs-stt,,1444.0,356,63,inferen-sh,True,0,Dom-8,T,skill.sh,"Q1,R1,R8,X1,X8",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","Q1,R1,R8,X1,X8","G1,R1,S1,S2,S4,S7",4.386,6.0,4.0,105.26,712.0,2,star_proxy,5562.0,2.0,2.0,1.5,1,0,2,0,R8,,"X1,X8",,,,0,1,0,0,0
remove-bg-automation,,,55259,5931,ComposioHQ,True,98912,Dom-8,T,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","I4,O3,Q1,R1,R7,X7","G1,R1,S1,S2,S4,S7",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
blip-2,,,7151,552,Orchestra-Research,True,7151,Dom-8,T,skillsmp,"A3,A5,G1,O3,O4,Q1,Q2,Q4,R1,R7,R8,R9,X4,X7,X8","G1,G5,Q1,Q2,Q4,R5,S1,W1,W3,X1,X4,X5,X6,X7,X8","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","A3,A5,G1,O3,O4,Q1,Q2,Q4,R1,R7,R8,R9,X4,X7,X8","G1,R1,S1,S2,S4,S7",7.538,25.5,10.0,1922.16,14302.0,2,star_proxy,38042.0,2.0,2.0,1.8,5,0,5,2,"Q2,Q4,R7,R8,R9",,"O3,O4,X4,X7,X8","A3,A5",,,0,1,0,0,1
accessibility-auditor,0.0,,24807,2453,davila7,False,26056,Dom-8,T,skillsdirectory,"A4,O4,Q1,Q2,Q3,Q4,R1",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","A4,O4,Q1,Q2,Q3,Q4,R1","G1,R1,S1,S2,S4,S7",8.526,9.5,10.0,809.95,49614.0,2,star_proxy,36905.0,2.0,2.0,1.8,3,0,1,1,"Q2,Q3,Q4",,O4,A4,,,0,1,0,0,1
klingai-camera-control,,,1990,269,jeremylongshore,False,2092,Dom-8,T,skillsmp,"G1,I3,R1,S1,X1","I4,R1,S1,W1,X5,X7","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","G1,I3,R1,S1,X1","G1,R1,S1,S2,S4,S7",6.579,6.5,7.0,299.35,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,1,1,,,X1,I3,,,0,0,0,0,1
platerecognizer-automation,,,55259,5931,ComposioHQ,True,98912,Dom-8,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","I4,O3,Q1,R1,R7,X7","G1,R1,S1,S2,S4,S7",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
llava,,,7151,552,Orchestra-Research,True,7151,Dom-8,T,skillsmp,"G1,O3,Q1,Q4,R1,R8,X4,X7,X8","A5,G5,Q4,R5,X6","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","G1,O3,Q1,Q4,R1,R8,X4,X7,X8","G1,R1,S1,S2,S4,S7",7.538,12.0,4.0,361.82,14302.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,4,0,"Q4,R8",,"O3,X4,X7,X8",,,,0,1,0,0,0
paddleocr-text-recognition,,,76044,10265,PaddlePaddle,True,253195,Dom-8,T,skillsmp,"A3,A7,G3,I3,Q1,Q2,Q4,R1,R2,R7,R8,U1,X1,X5,X7","G2,G3,G4,I4,R10,R5,R6,U2,W1,W2,X1,X4,X5,X6,X7,X8","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","A3,A7,G3,I3,Q1,Q2,Q4,R1,R2,R7,R8,U1,X1,X5,X7","G1,R1,S1,S2,S4,S7",9.427,28.0,26.0,6862.68,152088.0,2,star_proxy,38042.0,2.0,2.0,1.8,4,1,4,3,"Q2,Q4,R7,R8",U1,"G3,X1,X5,X7","A3,A7,I3",,,1,1,1,1,1
computer-vision-processor,,,1990,269,jeremylongshore,False,2092,Dom-8,T,skillsmp,"G1,Q1,Q4,R1",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","G1,Q1,Q4,R1","G1,R1,S1,S2,S4,S7",6.579,1.0,1.0,6.58,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,0,0,Q4,,,,,,0,0,0,0,0
accessibility,,3707.0,1781,152,addyosmani,False,81168,Dom-8,T,skill.sh,"A4,G1,I3,Q1,Q2,Q3,R1,R7,X3,X4,X8","A2,A4,G1,Q4,X3","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","A4,G1,I3,Q1,Q2,Q3,R1,R7,X3,X4,X8","G1,R1,S1,S2,S4,S7",6.457,18.5,10.0,1194.6,3562.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,3,2,"Q2,Q3,R7",,"X3,X4,X8","A4,I3",,,0,1,0,0,1
whisper,,,7151,552,Orchestra-Research,True,7151,Dom-8,T,skillsmp,"A5,A7,G1,I3,O3,Q1,R1,R7,R8,X4","Q4,R1","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","A5,A7,G1,I3,O3,Q1,R1,R7,R8,X4","G1,R1,S1,S2,S4,S7",7.538,19.0,10.0,1432.2,14302.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,2,3,"R7,R8",,"O3,X4","A5,A7,I3",,,0,1,0,0,1
elevenlabs-core-workflow-b,,,1990,269,jeremylongshore,False,2092,Dom-8,T,skillsmp,"I3,R1,R7,X1,X8",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","I3,R1,R7,X1,X8","G1,R1,S1,S2,S4,S7",6.579,10.0,10.0,657.91,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"X1,X8",I3,,,0,1,0,0,1
processing-computer-vision-tasks,,25.0,1990,269,jeremylongshore,False,2092,Dom-8,T,skill.sh,"G1,Q1,Q4,R1,X1","G1,G4,Q4,R10,R9,X1,X6","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","G1,Q1,Q4,R1,X1","G1,R1,S1,S2,S4,S7",6.579,3.5,4.0,92.11,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,1,0,Q4,,X1,,,,0,1,0,0,0
senior-computer-vision,,228.0,12098,1590,alirezarezvani,False,14432,Dom-8,T,skill.sh,"A3,G1,I3,O3,Q1,Q2,Q4,R1,R7,R8,R9,S1,X7","C1,G1,G2,G5,Q1,Q2,Q4,R1,R10,R5,R9,S1,S7,U2,X1,X4,X6","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","A3,G1,I3,O3,Q1,Q2,Q4,R1,R7,R8,R9,S1,X7","G1,R1,S1,S2,S4,S7",7.987,18.0,10.0,1437.71,24196.0,2,star_proxy,5562.0,2.0,2.0,1.8,5,0,2,2,"Q2,Q4,R7,R8,R9",,"O3,X7","A3,I3",,,0,1,0,0,1
google-cloud-vision-automation,,,55259,5931,ComposioHQ,True,98912,Dom-8,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","I4,O3,Q1,R1,R7,X7","G1,R1,S1,S2,S4,S7",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
local-tts,,,1990,269,jeremylongshore,False,2092,Dom-8,T,skillsmp,"I4,O3,Q3,Q4,R1,R8,X1,X4",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","I4,O3,Q3,Q4,R1,R8,X1,X4","G1,R1,S1,S2,S4,S7",6.579,14.5,10.0,953.97,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,0,3,1,"Q3,Q4,R8",,"O3,X1,X4",I4,,,0,1,0,0,1
multimodal-segment-anything,,,24807,2453,davila7,False,26056,Dom-8,T,skillsmp,"O3,Q1,Q2,R1,R6,R7,R8,R9,X4,X8","G1,G5,Q2,R1,R5,R9,U2,W3,X1,X2,X4,X6,X8","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","O3,Q1,Q2,R1,R6,R7,R8,R9,X4,X8","G1,R1,S1,S2,S4,S7",8.526,12.5,4.0,426.29,49614.0,2,star_proxy,38042.0,2.0,2.0,1.8,5,0,3,0,"Q2,R6,R7,R8,R9",,"O3,X4,X8",,,,0,1,0,0,0
segment-anything,,,106078,15187,NousResearch,True,115167,Dom-8,T,skillsmp,"O3,Q1,Q2,R1,R6,R7,R8,R9,X4,X8","G1,G5,Q2,R1,R5,R9,U2,W3,X1,X2,X4,X6,X8","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","O3,Q1,Q2,R1,R6,R7,R8,R9,X4,X8","G1,R1,S1,S2,S4,S7",9.693,12.5,4.0,484.63,212156.0,2,star_proxy,38042.0,2.0,2.0,1.8,5,0,3,0,"Q2,R6,R7,R8,R9",,"O3,X4,X8",,,,0,1,0,0,0
add-image-vision,,,27598,12502,gavrielc,False,1276,Dom-8,T,skillsmp,"Q2,R4,R8,X3,X4,X8",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","Q2,R4,R8,X3,X4,X8","G1,R1,S1,S2,S4,S7",8.828,10.5,4.0,370.76,55196.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,0,3,0,"Q2,R4,R8",,"X3,X4,X8",,,,0,1,0,0,0
clip,,,106078,15187,NousResearch,True,115167,Dom-8,T,skillsmp,"O3,Q1,Q4,R8,X4,X8","G5,Q4,R5","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","O3,Q1,Q4,R8,X4,X8","G1,R1,S1,S2,S4,S7",9.693,9.5,4.0,368.32,212156.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,3,0,"Q4,R8",,"O3,X4,X8",,,,0,1,0,0,0
scanning-accessibility,,21.0,1990,269,jeremylongshore,False,2092,Dom-8,T,skill.sh,"G1,I3,Q3,R1,R7,R8,X1","G1,Q3,Q4,U4","[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","G1,I3,Q3,R1,R7,R8,X1","G1,R1,S1,S2,S4,S7",6.579,9.5,10.0,625.01,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,1,1,"Q3,R7,R8",,X1,I3,,,0,1,0,0,1
speech-to-text,,5330.0,356,63,inferen-sh,True,0,Dom-8,T,skill.sh,"Q1,R1,R7,R8,X1,X8",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","Q1,R1,R7,R8,X1,X8","G1,R1,S1,S2,S4,S7",4.386,7.0,4.0,122.8,712.0,2,star_proxy,5562.0,2.0,2.0,1.5,2,0,2,0,"R7,R8",,"X1,X8",,,,0,1,0,0,0
elevenlabs-voice-changer,,1444.0,356,63,inferen-sh,True,0,Dom-8,T,skill.sh,"Q1,R1,R8,X1,X8",,"[""G1"", ""R1"", ""S1"", ""S2"", ""S4"", ""S7""]","Q1,R1,R8,X1,X8","G1,R1,S1,S2,S4,S7",4.386,6.0,4.0,105.26,712.0,2,star_proxy,5562.0,2.0,2.0,1.5,1,0,2,0,R8,,"X1,X8",,,,0,1,0,0,0
agentation-self-driving,,1835.0,3417,273,benjitaylor,False,3984,Dom-11,T,skill.sh,"A5,A7,Q1,Q2,R7,R8,X1,X3,X4,X7","A4,G1","[""R1"", ""U2""]","A5,A7,Q1,Q2,R7,R8,X1,X3,X4,X7","R1,U2",6.963,21.0,10.0,1462.15,6834.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,4,2,"Q2,R7,R8",,"X1,X3,X4,X7","A5,A7",,,0,1,0,0,1
web-design-guidelines,,10.0,1023,121,jarrodwatts,False,23458,Dom-11,T,skill.sh,"R1,R8",X8,"[""R1"", ""U2""]","R1,R8","R1,U2",6.047,1.0,1.0,6.05,2046.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,0,0,R8,,,,,,0,0,0,0,0
design-system-starter,,218.0,24807,2453,davila7,False,26056,Dom-11,T,skill.sh,"A5,I3,Q1,Q2,Q3,R1,R7,R8,X3,X7","A4,A5,G1,O4,R8,X1,X3","[""R1"", ""U2""]","A5,I3,Q1,Q2,Q3,R1,R7,R8,X3,X7","R1,U2",8.526,17.0,10.0,1449.39,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,4,0,2,2,"Q2,Q3,R7,R8",,"X3,X7","A5,I3",,,0,1,0,0,1
design-system,,69.0,43631,4655,getsentry,True,109432,Dom-11,T,skill.sh,"A2,Q1,R1,X3,X7",,"[""R1"", ""U2""]","A2,Q1,R1,X3,X7","R1,U2",8.973,5.0,1.0,44.86,87262.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,2,0,,,"X3,X7",,,,0,0,0,0,0
team-ui-polish,,,1845,147,catlog22,False,2012,Dom-11,T,skillsmp,"A5,A7,G1,G2,I3,O4,Q1,Q2,Q4,R1,S3,U1,X1,X3,X7,X8","A5,A7,C2,G1,G2,O4,Q1,Q4,S3,U1,X1,X3,X8","[""R1"", ""U2""]","A5,A7,G1,G2,I3,O4,Q1,Q2,Q4,R1,S3,U1,X1,X3,X7,X8","R1,U2",6.481,29.5,26.0,4970.75,3690.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,1,5,3,"Q2,Q4,S3",U1,"O4,X1,X3,X7,X8","A5,A7,I3",,,1,1,1,1,1
computer-use-agents,,225.0,24807,2453,davila7,False,26056,Dom-11,T,skill.sh,"A5,C3,Q1,R1,R7,U1,U2,X1,X3,X7,X8",,"[""R1"", ""U2""]","A5,C3,Q1,R1,R7,U1,U2,X1,X3,X7,X8","R1,U2",8.526,19.0,26.0,4211.75,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,2,4,1,R7,"C3,U1","X1,X3,X7,X8",A5,,,1,1,1,1,1
excalidraw-diagram-generator,,9799.0,30605,3652,github,True,665129,Dom-11,T,skill.sh,"G3,I3,Q1,Q3,Q4,R1,R7,X3,X7","Q4,R1,R5,R9,X1,X6","[""R1"", ""U2""]","G3,I3,Q1,Q3,Q4,R1,R7,X3,X7","R1,U2",8.704,14.5,10.0,1262.14,61210.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,3,1,"Q3,Q4,R7",,"G3,X3,X7",I3,,,0,1,0,0,1
browser-qa,0.0,,162357,25224,affaan-m,False,163369,Dom-11,T,skillsdirectory,"A5,Q1,Q3,U1",,"[""R1"", ""U2""]","A5,Q1,Q3,U1","R1,U2",10.034,7.0,13.0,913.06,324714.0,2,star_proxy,36905.0,2.0,2.0,1.8,1,1,0,1,Q3,U1,,A5,,,1,0,0,1,0
playwright-skill,,177.0,24807,2453,davila7,False,26056,Dom-11,T,skill.sh,"A5,A7,G3,Q1,Q2,Q3,R1,R7,R8,S4,U1,U2,X2,X3,X4,X7","A7,G1,G3,I3,Q1,R10,S4,U1,U2,U4,W3,X1,X2,X3,X4,X7","[""R1"", ""U2""]","A5,A7,G3,Q1,Q2,Q3,R1,R7,R8,S4,U1,U2,X2,X3,X4,X7","R1,U2",8.526,27.5,26.0,6095.96,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,5,1,5,2,"Q2,Q3,R7,R8,S4",U1,"G3,X2,X3,X4,X7","A5,A7",,,1,1,1,1,1
skyvern,,,2781,317,davepoon,False,2817,Dom-11,T,skillsmp,"C2,I4,Q3,R7,R8,U1,U2,X4",,"[""R1"", ""U2""]","C2,I4,Q3,R7,R8,U1,U2,X4","R1,U2",6.826,13.5,26.0,2395.9,5562.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,2,1,1,"Q3,R7,R8","C2,U1",X4,I4,,,1,1,1,1,1
penpot-uiux-design,,7703.0,30605,3652,github,True,665129,Dom-11,T,skill.sh,"A4,C5,G1,G2,I3,O4,Q1,Q2,Q3,R1,R7,R8,S1,S4,X3,X4,X5,X7,X8","A2,C5,G1,G2,K5,O4,Q4,S1,W3,X1,X3,X4,X5,X8","[""R1"", ""U2""]","A4,C5,G1,G2,I3,O4,Q1,Q2,Q3,R1,R7,R8,S1,S4,X3,X4,X5,X7,X8","R1,U2",8.704,31.0,26.0,7015.76,61210.0,2,star_proxy,5562.0,2.0,2.0,1.8,6,1,6,2,"Q2,Q3,R7,R8,S1,S4",C5,"O4,X3,X4,X5,X7,X8","A4,I3",,,1,1,1,1,1
gsd-ui-review,,,2781,317,davepoon,False,2817,Dom-11,T,skillsmp,"A4,Q1,R1,R7,U1,X1",,"[""R1"", ""U2""]","A4,Q1,R1,R7,U1,X1","R1,U2",6.826,9.5,26.0,1686.0,5562.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,1,1,1,R7,U1,X1,A4,,,1,1,1,1,1
remote-browser,,986.0,89038,10181,browser-use,True,120567,Dom-11,T,skill.sh,"A7,I3,O4,Q1,Q2,R1,R4,R8,U1,U2,X1",,"[""R1"", ""U2""]","A7,I3,O4,Q1,Q2,R1,R4,R8,U1,U2,X1","R1,U2",9.536,18.0,26.0,4462.72,178076.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,1,2,2,"Q2,R4,R8",U1,"O4,X1","A7,I3",,,1,1,1,1,1
